model,mae,rmse,mape,r2
naive_previous_month,358.2857142857143,380.07790554794724,3.4206566240435556,0.38792020110213266
ridge_regression,797.0544821271812,1198.7279187045717,7.481831743703227,-5.08841207251014
random_forest,942.0390205341381,1036.2021582037735,9.196386247219225,-3.549375483370148
seasonal_previous_year,3634.214285714286,3776.122174741097,35.10712555664045,-59.41640399886861
